,Field_code,hld_id,hld_farm
357,SU32,104,SUNDERLAND
358,SU31,104,SUNDERLAND
359,SU30,104,SUNDERLAND
360,SU3,104,SUNDERLAND
361,SU27,104,SUNDERLAND
362,SU26,104,SUNDERLAND
363,SU25,198,FORELAND & WOODSIDE
364,SU23,198,FORELAND & WOODSIDE
365,SU22,104,SUNDERLAND
366,SU21,104,SUNDERLAND
367,SU20,104,SUNDERLAND
368,SU2,104,SUNDERLAND
369,SU19,104,SUNDERLAND
370,SU18,104,SUNDERLAND
371,SU17,104,SUNDERLAND
372,SU16,104,SUNDERLAND
373,SU15,104,SUNDERLAND
374,SU14,104,SUNDERLAND
375,SU13,104,SUNDERLAND
376,SU12,104,SUNDERLAND
377,SU11,104,SUNDERLAND
378,SU10,104,SUNDERLAND
379,SU1,104,SUNDERLAND
380,SM9,50,SMAULL FARM
381,SM8,50,SMAULL FARM
382,SM7,50,SMAULL FARM
383,SM6,50,SMAULL FARM
384,SM5,50,SMAULL FARM
385,SM4,50,SMAULL FARM
386,SM31,248,smaull
387,SM30,248,smaull
388,SM3,50,SMAULL FARM
389,SM29,248,smaull
390,SM28,248,smaull
391,SM27,248,smaull
392,SM26,248,smaull
393,SM25,248,smaull
394,SM24,248,smaull
395,SM23,248,smaull
396,SM22,248,smaull
397,SM21,248,smaull
398,SM20,248,smaull
399,SM2,50,SMAULL FARM
400,SM19,50,SMAULL FARM
401,SM18,248,smaull
402,SM17,248,smaull
403,SM16,50,SMAULL FARM
404,SM15,50,SMAULL FARM
405,SM14,50,SMAULL FARM
406,SM13,248,smaull
407,SM12,248,smaull
408,SM11,50,SMAULL FARM
409,SM10,50,SMAULL FARM
410,SM1,50,SMAULL FARM
411,SG9,65,SANAIGMHOR
412,SG8,65,SANAIGMHOR
413,SG7,65,SANAIGMHOR
414,SG6,65,SANAIGMHOR
415,SG5,65,SANAIGMHOR
416,SG40,65,SANAIGMHOR
417,SG4,51,BRAIGO FARM
418,SG39,51,BRAIGO FARM
419,SG38,51,BRAIGO FARM
420,SG37,51,BRAIGO FARM
421,SG35,51,BRAIGO FARM
422,SG34,51,BRAIGO FARM
423,SG33,51,BRAIGO FARM
424,SG30,207,PART SANAIG
425,SG3,51,BRAIGO FARM
426,SG29,207,PART SANAIG
427,SG28,51,BRAIGO FARM
428,SG27,51,BRAIGO FARM
429,SG26,65,SANAIGMHOR
430,SG25,65,SANAIGMHOR
431,SG24,65,SANAIGMHOR
432,SG23,65,SANAIGMHOR
433,SG22,65,SANAIGMHOR
434,SG21,65,SANAIGMHOR
435,SG20,65,SANAIGMHOR
436,SG2,51,BRAIGO FARM
437,SG19,65,SANAIGMHOR
438,SG18,65,SANAIGMHOR
439,SG17,65,SANAIGMHOR
440,SG16,65,SANAIGMHOR
441,SG15,65,SANAIGMHOR
442,SG14,65,SANAIGMHOR
443,SG13,65,SANAIGMHOR
444,SG12,65,SANAIGMHOR
445,SG11,65,SANAIGMHOR
446,SG10,65,SANAIGMHOR
447,SG1,51,BRAIGO FARM
448,SC9,187,SCARRABUS
449,SC8,187,SCARRABUS
450,SC7,187,SCARRABUS
451,SC6,187,SCARRABUS
452,SC5,187,SCARRABUS
453,SC4,187,SCARRABUS
454,SC3,187,SCARRABUS
455,SC25,187,SCARRABUS
456,SC24,187,SCARRABUS
457,SC23,187,SCARRABUS
458,SC22,187,SCARRABUS
459,SC21,187,SCARRABUS
460,SC20,187,SCARRABUS
461,SC2,187,SCARRABUS
462,SC19,187,SCARRABUS
463,SC18,187,SCARRABUS
464,SC17,187,SCARRABUS
465,SC15,187,SCARRABUS
466,SC14,187,SCARRABUS
467,SC13,187,SCARRABUS
468,SC12,187,SCARRABUS
469,SC11,187,SCARRABUS
470,SC10,187,SCARRABUS
471,SC1,187,SCARRABUS
472,RM9,226,SUPERHOLDING
473,RM8,226,SUPERHOLDING
474,RM7,266,Newmains
475,RM6,266,Newmains
476,RM5,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
477,RM4,112,(PART) ISLAND FARM & BOWMORE HOLDINGS
478,RM31,226,SUPERHOLDING
479,RM30,226,SUPERHOLDING
480,RM3,226,SUPERHOLDING
481,RM29,226,SUPERHOLDING
482,RM28,226,SUPERHOLDING
483,RM27,155,GARTBREK
484,RM26,155,GARTBREK
485,RM25,155,GARTBREK
486,RM24,153,ARDLARACH
487,RM23,153,ARDLARACH
488,RM22,153,ARDLARACH
489,RM21,154,RONNACHMORE
490,RM20,154,RONNACHMORE
491,RM2,226,SUPERHOLDING
492,RM19,154,RONNACHMORE
493,RM18,154,RONNACHMORE
494,RM17,154,RONNACHMORE
495,RM16,154,RONNACHMORE
496,RM15,226,SUPERHOLDING
497,RM14,226,SUPERHOLDING
498,RM13,226,SUPERHOLDING
499,RM12,226,SUPERHOLDING
500,RM11,226,SUPERHOLDING
501,RM10,226,SUPERHOLDING
502,RM1,226,SUPERHOLDING
503,RK9,38,ROCKSIDE FARM
504,RK8,38,ROCKSIDE FARM
505,RK7,38,ROCKSIDE FARM
506,RK6,38,ROCKSIDE FARM
507,RK5,38,ROCKSIDE FARM
508,RK49,239,Kilchoman House
509,RK48,38,ROCKSIDE FARM
510,RK47,38,ROCKSIDE FARM
511,RK46,38,ROCKSIDE FARM
512,RK45,38,ROCKSIDE FARM
513,RK44,38,ROCKSIDE FARM
514,RK43,38,ROCKSIDE FARM
515,RK42,38,ROCKSIDE FARM
516,RK41,38,ROCKSIDE FARM
517,RK40,239,Kilchoman House
518,RK4,38,ROCKSIDE FARM
519,RK39,239,Kilchoman House
520,RK38,38,ROCKSIDE FARM
521,RK37,38,ROCKSIDE FARM
522,RK36,38,ROCKSIDE FARM
523,RK35,38,ROCKSIDE FARM
524,RK34,38,ROCKSIDE FARM
525,RK33,38,ROCKSIDE FARM
526,RK32,38,ROCKSIDE FARM
527,RK30,38,ROCKSIDE FARM
528,RK3,38,ROCKSIDE FARM
529,RK29,239,Kilchoman House
530,RK28,38,ROCKSIDE FARM
531,RK27,239,Kilchoman House
532,RK26,38,ROCKSIDE FARM
533,RK25,38,ROCKSIDE FARM
534,RK24,38,ROCKSIDE FARM
535,RK23,38,ROCKSIDE FARM
536,RK22,38,ROCKSIDE FARM
537,RK21,38,ROCKSIDE FARM
538,RK20,38,ROCKSIDE FARM
539,RK2,38,ROCKSIDE FARM
540,RK19,38,ROCKSIDE FARM
541,RK18,38,ROCKSIDE FARM
542,RK17,38,ROCKSIDE FARM
543,RK16,38,ROCKSIDE FARM
544,RK15,38,ROCKSIDE FARM
545,RK14,38,ROCKSIDE FARM
546,RK13,38,ROCKSIDE FARM
547,RK12,38,ROCKSIDE FARM
548,RK11,38,ROCKSIDE FARM
549,RK10,38,ROCKSIDE FARM
550,RK1,38,ROCKSIDE FARM
551,RB9,108,COILLABUS
552,RB8,108,COILLABUS
553,RB7,92,UPPER COILLABUS
554,RB6,108,COILLABUS
555,RB5,108,COILLABUS
556,RB4,108,COILLABUS
557,RB38,92,UPPER COILLABUS
558,RB34,108,COILLABUS
559,RB33,108,COILLABUS
560,RB32,108,COILLABUS
561,RB31,108,COILLABUS
562,RB30,108,COILLABUS
563,RB3,108,COILLABUS
564,RB29,108,COILLABUS
565,RB28,108,COILLABUS
566,RB27,108,COILLABUS
567,RB26,108,COILLABUS
568,RB24,92,UPPER COILLABUS
569,RB20,71,UPPER CRAGABUS
570,RB2,108,COILLABUS
571,RB19,71,UPPER CRAGABUS
572,RB18,71,UPPER CRAGABUS
573,RB17,71,UPPER CRAGABUS
574,RB16,71,UPPER CRAGABUS
575,RB15,92,UPPER COILLABUS
576,RB14,92,UPPER COILLABUS
577,RB13,92,UPPER COILLABUS
578,RB12,92,UPPER COILLABUS
579,RB11,92,UPPER COILLABUS
580,RB10,92,UPPER COILLABUS
581,RB1,108,COILLABUS
582,PW9,181,CNOC MOR
583,PW8,264,CROFT NUMBER 3
584,PW7,264,CROFT NUMBER 3
585,PW6,264,CROFT NUMBER 3
586,PW5,181,CNOC MOR
587,PW4,264,CROFT NUMBER 3
588,PW3,264,CROFT NUMBER 3
589,PW2,264,CROFT NUMBER 3
590,PW17,230,SUPERHOLDING
591,PW16,264,CROFT NUMBER 3
592,PW15,181,CNOC MOR
593,PW14,230,SUPERHOLDING
594,PW13,230,SUPERHOLDING
595,PW12,191,NO 1 HOLDING
596,PW11,181,CNOC MOR
597,PW10,264,CROFT NUMBER 3
598,PW1,264,CROFT NUMBER 3
599,PR9,230,SUPERHOLDING
600,PR8,230,SUPERHOLDING
601,PR7,230,SUPERHOLDING
602,PR6,230,SUPERHOLDING
603,PR5,230,SUPERHOLDING
604,PR4,230,SUPERHOLDING
605,PR3,52,PORT A REIDHLEINN
606,PR2,230,SUPERHOLDING
607,PR14,230,SUPERHOLDING
608,PR13,52,PORT A REIDHLEINN
609,PR12,73,2 PORTNAHAVEN
610,PR11,230,SUPERHOLDING
611,PR10,73,2 PORTNAHAVEN
612,PR1,52,PORT A REIDHLEINN
613,PE9,103,NO 12 GORTANDHU & OUTRUN
614,PE8,103,NO 12 GORTANDHU & OUTRUN
615,PE7,172,SUPERHOLDING
616,PE6,118,CAIRNMOR 8;9+11
617,PE53,172,SUPERHOLDING
618,PE52,172,SUPERHOLDING
619,PE51,172,SUPERHOLDING
620,PE50,172,SUPERHOLDING
621,PE5,118,CAIRNMOR 8;9+11
622,PE49,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
623,PE48,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
624,PE47,172,SUPERHOLDING
625,PE46,172,SUPERHOLDING
626,PE45,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
627,PE44,172,SUPERHOLDING
628,PE43,172,SUPERHOLDING
629,PE42,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
630,PE41,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
631,PE40,88,NO 10 HOLDING
632,PE4,103,NO 12 GORTANDHU & OUTRUN
633,PE39,88,NO 10 HOLDING
634,PE38,172,SUPERHOLDING
635,PE37,250,TIGHCARGAMAN
636,PE36,172,SUPERHOLDING
637,PE35,53,KILBRIDE
638,PE34,53,KILBRIDE
639,PE33,172,SUPERHOLDING
640,PE3,103,NO 12 GORTANDHU & OUTRUN
641,PE28,8,Balaclava & Cornabus
642,PE24,103,NO 12 GORTANDHU & OUTRUN
643,PE23,103,NO 12 GORTANDHU & OUTRUN
644,PE22,118,CAIRNMOR 8;9+11
645,PE21,118,CAIRNMOR 8;9+11
646,PE20,19,IRON PARK
647,PE2,113,STRONDHU & ARDIMERSAY
648,PE2,172,SUPERHOLDING
649,PE19,19,IRON PARK
650,PE18,103,NO 12 GORTANDHU & OUTRUN
651,PE17,103,NO 12 GORTANDHU & OUTRUN
652,PE16,103,NO 12 GORTANDHU & OUTRUN
653,PE15,172,SUPERHOLDING
654,PE14,172,SUPERHOLDING
655,PE13,172,SUPERHOLDING
656,PE12,88,NO 10 HOLDING
657,PE11,88,NO 10 HOLDING
658,PE10,238,"MANSFIELD CROFT, IMMERAVALE & LOWER CRAGABUS"
659,PE1,113,STRONDHU & ARDIMERSAY
660,PE1,172,SUPERHOLDING
661,PC9,46,OCTOMORE
662,PC8,41,PORT CHARLOTTE CROFT
663,PC7,67,PORT CHARLOTTE LOTTS
664,PC6,230,SUPERHOLDING
665,PC57,253,PORT CHARLOTTE CROFT NO.1
666,PC56,252,No.2 Port Mhoir Croft
667,PC55,245,PART CARN
668,PC54,9,CARN (PORT CHARLOTTE)
669,PC53,9,CARN (PORT CHARLOTTE)
670,PC52,9,CARN (PORT CHARLOTTE)
671,PC51,9,CARN (PORT CHARLOTTE)
672,PC50,9,CARN (PORT CHARLOTTE)
673,PC5,67,PORT CHARLOTTE LOTTS
674,PC49,9,CARN (PORT CHARLOTTE)
675,PC48,9,CARN (PORT CHARLOTTE)
676,PC47,9,CARN (PORT CHARLOTTE)
677,PC46,9,CARN (PORT CHARLOTTE)
678,PC45,46,OCTOMORE
679,PC44,46,OCTOMORE
680,PC43,9,CARN (PORT CHARLOTTE)
681,PC42,9,CARN (PORT CHARLOTTE)
682,PC41,9,CARN (PORT CHARLOTTE)
683,PC40,9,CARN (PORT CHARLOTTE)
684,PC4,245,PART CARN
685,PC39,41,PORT CHARLOTTE CROFT
686,PC38,41,PORT CHARLOTTE CROFT
687,PC37,41,PORT CHARLOTTE CROFT
688,PC36,245,PART CARN
689,PC35,46,OCTOMORE
690,PC34,67,PORT CHARLOTTE LOTTS
691,PC33,41,PORT CHARLOTTE CROFT
692,PC32,67,PORT CHARLOTTE LOTTS
693,PC31,67,PORT CHARLOTTE LOTTS
694,PC30,9,CARN (PORT CHARLOTTE)
695,PC3,67,PORT CHARLOTTE LOTTS
696,PC29,9,CARN (PORT CHARLOTTE)
697,PC28,9,CARN (PORT CHARLOTTE)
698,PC27,9,CARN (PORT CHARLOTTE)
699,PC26,89,LORGBA
700,PC25,9,CARN (PORT CHARLOTTE)
701,PC24,9,CARN (PORT CHARLOTTE)
702,PC23,245,PART CARN
703,PC22,67,PORT CHARLOTTE LOTTS
704,PC21,245,PART CARN
705,PC20,245,PART CARN
706,PC2,67,PORT CHARLOTTE LOTTS
707,PC19,82,PORT CHARLOTTE FIELD
708,PC18,132,BOLSAY
709,PC17,132,BOLSAY
710,PC16,46,OCTOMORE
711,PC15,46,OCTOMORE
712,PC14,46,OCTOMORE
713,PC13,46,OCTOMORE
714,PC12,230,SUPERHOLDING
715,PC11,46,OCTOMORE
716,PC10,46,OCTOMORE
717,PC1,67,PORT CHARLOTTE LOTTS
718,OV9,27,ISLAY HOME FARM
719,OV8,27,ISLAY HOME FARM
720,OV7,27,ISLAY HOME FARM
721,OV6,27,ISLAY HOME FARM
722,OV5,37,EORRABUS & SKERROLS
723,OV44,37,EORRABUS & SKERROLS
724,OV43,37,EORRABUS & SKERROLS
725,OV4,37,EORRABUS & SKERROLS
726,OV3,37,EORRABUS & SKERROLS
727,OV29,27,ISLAY HOME FARM
728,OV28,37,EORRABUS & SKERROLS
729,OV27,37,EORRABUS & SKERROLS
730,OV26,37,EORRABUS & SKERROLS
731,OV25,37,EORRABUS & SKERROLS
732,OV24,37,EORRABUS & SKERROLS
733,OV23,37,EORRABUS & SKERROLS
734,OV22,37,EORRABUS & SKERROLS
735,OV21,27,ISLAY HOME FARM
736,OV20,197,CARRABUS & KNOCKDON
737,OV2,27,ISLAY HOME FARM
738,OV19,197,CARRABUS & KNOCKDON
739,OV18,197,CARRABUS & KNOCKDON
740,OV17,27,ISLAY HOME FARM
741,OV16,27,ISLAY HOME FARM
742,OV15,27,ISLAY HOME FARM
743,OV14,27,ISLAY HOME FARM
744,OV13,27,ISLAY HOME FARM
745,OV12,27,ISLAY HOME FARM
746,OV11,27,ISLAY HOME FARM
747,OV10,27,ISLAY HOME FARM
748,OV1,27,ISLAY HOME FARM
805,OV1,46,OCTOMORE
749,OR1,229,SUPERHOLDING
750,OM9,46,OCTOMORE
751,OM8,46,OCTOMORE
752,OM7,46,OCTOMORE
753,OM60,256,LORGBA 2
754,OM6,46,OCTOMORE
755,OM59,230,SUPERHOLDING
756,OM58,258,port charlotte field
757,OM57,46,OCTOMORE
758,OM56,46,OCTOMORE
759,OM55,46,OCTOMORE
760,OM54,100,LOSSIT
761,OM53,230,SUPERHOLDING
762,OM52,230,SUPERHOLDING
763,OM51,230,SUPERHOLDING
764,OM50,230,SUPERHOLDING
765,OM5,46,OCTOMORE
766,OM49,100,LOSSIT
767,OM48,89,LORGBA
768,OM47,89,LORGBA
769,OM46,89,LORGBA
770,OM45,230,SUPERHOLDING
771,OM43,230,SUPERHOLDING
772,OM42,89,LORGBA
773,OM40,63,GARTACHARRA
774,OM4,89,LORGBA
775,OM39,63,GARTACHARRA
776,OM38,63,GARTACHARRA
777,OM37,63,GARTACHARRA
778,OM36,63,GARTACHARRA
779,OM35,230,SUPERHOLDING
780,OM34,46,OCTOMORE
781,OM33,46,OCTOMORE
782,OM32,46,OCTOMORE
783,OM30,46,OCTOMORE
784,OM3,89,LORGBA
785,OM29,46,OCTOMORE
786,OM28,230,SUPERHOLDING
787,OM27,230,SUPERHOLDING
788,OM26,230,SUPERHOLDING
789,OM25,46,OCTOMORE
790,OM24,46,OCTOMORE
791,OM23,46,OCTOMORE
792,OM22,54,PORT BOLSAY
793,OM21,67,PORT CHARLOTTE LOTTS
794,OM2,46,OCTOMORE
795,OM19,46,OCTOMORE
796,OM18,46,OCTOMORE
797,OM17,46,OCTOMORE
798,OM16,46,OCTOMORE
799,OM15,258,port charlotte field
800,OM14,258,port charlotte field
801,OM13,258,port charlotte field
802,OM12,258,port charlotte field
803,OM11,46,OCTOMORE
804,OM10,46,OCTOMORE
806,OF8,36,OCTOFAD FARM
807,OF7,36,OCTOFAD FARM
808,OF6,36,OCTOFAD FARM
809,OF5,36,OCTOFAD FARM
810,OF42,230,SUPERHOLDING
811,OF41,230,SUPERHOLDING
812,OF40,36,OCTOFAD FARM
813,OF4,36,OCTOFAD FARM
814,OF39,36,OCTOFAD FARM
815,OF38,36,OCTOFAD FARM
816,OF37,36,OCTOFAD FARM
817,OF36,36,OCTOFAD FARM
818,OF35,36,OCTOFAD FARM
819,OF34,36,OCTOFAD FARM
820,OF33,36,OCTOFAD FARM
821,OF32,36,OCTOFAD FARM
822,OF31,36,OCTOFAD FARM
823,OF30,36,OCTOFAD FARM
824,OF3,36,OCTOFAD FARM
825,OF29,36,OCTOFAD FARM
826,OF28,36,OCTOFAD FARM
827,OF27,36,OCTOFAD FARM
828,OF26,36,OCTOFAD FARM
829,OF25,36,OCTOFAD FARM
830,OF24,36,OCTOFAD FARM
831,OF23,36,OCTOFAD FARM
832,OF22,36,OCTOFAD FARM
833,OF2,36,OCTOFAD FARM
834,OF19,36,OCTOFAD FARM
835,OF18,36,OCTOFAD FARM
836,OF17,36,OCTOFAD FARM
837,OF16,36,OCTOFAD FARM
838,OF15,36,OCTOFAD FARM
839,OF14,36,OCTOFAD FARM
840,OF13,36,OCTOFAD FARM
841,OF12,36,OCTOFAD FARM
842,OF11,36,OCTOFAD FARM
843,OF10,36,OCTOFAD FARM
844,OF1,36,OCTOFAD FARM
845,NG9,31,KNOCKLEARACH FARM
846,NG8,31,KNOCKLEARACH FARM
847,NG7,31,KNOCKLEARACH FARM
848,NG6,31,KNOCKLEARACH FARM
849,NG5,31,KNOCKLEARACH FARM
850,NG41,115,BARR FARM
851,NG40,115,BARR FARM
852,NG4,31,KNOCKLEARACH FARM
853,NG39,115,BARR FARM
854,NG38,115,BARR FARM
855,NG37,115,BARR FARM
856,NG36,31,KNOCKLEARACH FARM
857,NG35,115,BARR FARM
858,NG34,31,KNOCKLEARACH FARM
859,NG33,31,KNOCKLEARACH FARM
860,NG32,31,KNOCKLEARACH FARM
861,NG31,31,KNOCKLEARACH FARM
862,NG30,115,BARR FARM
863,NG3,237,KEILLS/LOSSIT (LAG ROUTE)
864,NG29,115,BARR FARM
865,NG28,115,BARR FARM
866,NG27,115,BARR FARM
867,NG26,115,BARR FARM
868,NG25,115,BARR FARM
869,NG24,115,BARR FARM
870,NG23,115,BARR FARM
871,NG22,31,KNOCKLEARACH FARM
872,NG21,31,KNOCKLEARACH FARM
873,NG20,31,KNOCKLEARACH FARM
874,NG2,237,KEILLS/LOSSIT (LAG ROUTE)
875,NG19,31,KNOCKLEARACH FARM
876,NG18,31,KNOCKLEARACH FARM
877,NG17,31,KNOCKLEARACH FARM
878,NG16,31,KNOCKLEARACH FARM
879,NG15,31,KNOCKLEARACH FARM
880,NG14,31,KNOCKLEARACH FARM
881,NG13,31,KNOCKLEARACH FARM
882,NG12,31,KNOCKLEARACH FARM
883,NG11,31,KNOCKLEARACH FARM
884,NG10,31,KNOCKLEARACH FARM
885,NG1,237,KEILLS/LOSSIT (LAG ROUTE)
886,NB9,125,BALLYTARSIN
887,NB8,12,NERIBY FARM
888,NB7,12,NERIBY FARM
889,NB6,12,NERIBY FARM
890,NB5,12,NERIBY FARM
891,NB47,12,NERIBY FARM
892,NB46,12,NERIBY FARM
893,NB45,12,NERIBY FARM
894,NB44,12,NERIBY FARM
895,NB43,12,NERIBY FARM
896,NB42,13,DAILL
897,NB41,13,DAILL
898,NB40,12,NERIBY FARM
899,NB4,12,NERIBY FARM
900,NB39,12,NERIBY FARM
901,NB38,12,NERIBY FARM
902,NB37,12,NERIBY FARM
903,NB36,12,NERIBY FARM
904,NB35,12,NERIBY FARM
905,NB34,12,NERIBY FARM
906,NB33,12,NERIBY FARM
907,NB32,12,NERIBY FARM
908,NB31,12,NERIBY FARM
909,NB30,12,NERIBY FARM
910,NB3,125,BALLYTARSIN
911,NB29,12,NERIBY FARM
912,NB28,12,NERIBY FARM
913,NB26,12,NERIBY FARM
914,NB25,12,NERIBY FARM
915,NB24,12,NERIBY FARM
916,NB23,223,DAILL
917,NB22,223,DAILL
918,NB21,223,DAILL
919,NB20,12,NERIBY FARM
920,NB2,125,BALLYTARSIN
921,NB19,12,NERIBY FARM
922,NB18,12,NERIBY FARM
923,NB17,12,NERIBY FARM
924,NB16,12,NERIBY FARM
925,NB15,12,NERIBY FARM
926,NB14,12,NERIBY FARM
927,NB13,12,NERIBY FARM
928,NB12,12,NERIBY FARM
929,NB11,12,NERIBY FARM
930,NB10,125,BALLYTARSIN
931,NB1,125,BALLYTARSIN
932,MY9,20,MULINDRY & AVONLUSSA
933,MY8,20,MULINDRY & AVONLUSSA
934,MY7,20,MULINDRY & AVONLUSSA
935,MY6,20,MULINDRY & AVONLUSSA
936,MY5,20,MULINDRY & AVONLUSSA
937,MY4,20,MULINDRY & AVONLUSSA
938,MY33,226,SUPERHOLDING
939,MY32,226,SUPERHOLDING
940,MY31,20,MULINDRY & AVONLUSSA
941,MY30,20,MULINDRY & AVONLUSSA
942,MY3,20,MULINDRY & AVONLUSSA
943,MY29,20,MULINDRY & AVONLUSSA
944,MY28,20,MULINDRY & AVONLUSSA
945,MY27,20,MULINDRY & AVONLUSSA
946,MY26,20,MULINDRY & AVONLUSSA
947,MY25,20,MULINDRY & AVONLUSSA
948,MY24,20,MULINDRY & AVONLUSSA
949,MY23,20,MULINDRY & AVONLUSSA
950,MY22,20,MULINDRY & AVONLUSSA
951,MY21,20,MULINDRY & AVONLUSSA
952,MY20,123,TALLANT
953,MY2,20,MULINDRY & AVONLUSSA
954,MY19,123,TALLANT
955,MY18,20,MULINDRY & AVONLUSSA
956,MY17,20,MULINDRY & AVONLUSSA
957,MY16,20,MULINDRY & AVONLUSSA
958,MY15,21,GARTLOIST FARM
959,MY14,21,GARTLOIST FARM
960,MY13,20,MULINDRY & AVONLUSSA
961,MY12,20,MULINDRY & AVONLUSSA
962,MY11,20,MULINDRY & AVONLUSSA
963,MY10,20,MULINDRY & AVONLUSSA
964,MY1,20,MULINDRY & AVONLUSSA
965,MR9,60,AUCHNACLACH FARM
966,MR8,14,PERSABUS FARM
967,MR7,60,AUCHNACLACH FARM
968,MR6,60,AUCHNACLACH FARM
969,MR5,60,AUCHNACLACH FARM
970,MR4,60,AUCHNACLACH FARM
971,MR34,14,PERSABUS FARM
972,MR33,60,AUCHNACLACH FARM
973,MR32,60,AUCHNACLACH FARM
974,MR31,60,AUCHNACLACH FARM
975,MR30,60,AUCHNACLACH FARM
976,MR3,60,AUCHNACLACH FARM
977,MR29,26,BALULIVE FARM
978,MR28,26,BALULIVE FARM
979,MR27,26,BALULIVE FARM
980,MR26,26,BALULIVE FARM
981,MR25,26,BALULIVE FARM
982,MR24,26,BALULIVE FARM
983,MR23,14,PERSABUS FARM
984,MR22,26,BALULIVE FARM
985,MR21,26,BALULIVE FARM
986,MR20,26,BALULIVE FARM
987,MR2,60,AUCHNACLACH FARM
988,MR19,26,BALULIVE FARM
989,MR18,26,BALULIVE FARM
990,MR17,26,BALULIVE FARM
991,MR16,14,PERSABUS FARM
992,MR15,14,PERSABUS FARM
993,MR14,14,PERSABUS FARM
994,MR13,14,PERSABUS FARM
995,MR12,26,BALULIVE FARM
996,MR11,26,BALULIVE FARM
997,MR10,14,PERSABUS FARM
998,MR1,60,AUCHNACLACH FARM
999,mo4,243,appollo 13
1000,mo3,243,appollo 13
1001,mo2,243,appollo 13
1002,mo1,254,shooting fields
1003,MN9,215,BALLYMEANACH
1004,MN8,215,BALLYMEANACH
1005,MN7,215,BALLYMEANACH
1006,MN6,191,NO 1 HOLDING
1007,MN5,215,BALLYMEANACH
1008,MN41,181,CNOC MOR
1009,MN40,181,CNOC MOR
1010,MN4,215,BALLYMEANACH
1011,MN39,181,CNOC MOR
1012,MN38,181,CNOC MOR
1013,MN37,264,CROFT NUMBER 3
1014,MN36,264,CROFT NUMBER 3
1015,MN35,230,SUPERHOLDING
1016,MN34,181,CNOC MOR
1017,MN33,230,SUPERHOLDING
1018,MN32,191,NO 1 HOLDING
1019,MN31,191,NO 1 HOLDING
1020,MN30,191,NO 1 HOLDING
1021,MN3,215,BALLYMEANACH
1022,MN29,73,2 PORTNAHAVEN
1023,MN28,181,CNOC MOR
1024,MN27,181,CNOC MOR
1025,MN26,181,CNOC MOR
1026,MN25,215,BALLYMEANACH
1027,MN24,215,BALLYMEANACH
1028,MN23,215,BALLYMEANACH
1029,MN22,215,BALLYMEANACH
1030,MN21,215,BALLYMEANACH
1031,MN20,215,BALLYMEANACH
1032,MN2,191,NO 1 HOLDING
1033,MN19,191,NO 1 HOLDING
1034,MN18,191,NO 1 HOLDING
1035,MN17,73,2 PORTNAHAVEN
1036,MN16,191,NO 1 HOLDING
1037,MN15,73,2 PORTNAHAVEN
1038,MN13,73,2 PORTNAHAVEN
1039,MN12,215,BALLYMEANACH
1040,MN11,215,BALLYMEANACH
1041,MN10,215,BALLYMEANACH
1042,MN1,191,NO 1 HOLDING
1043,MC9,197,CARRABUS & KNOCKDON
1044,MC8,197,CARRABUS & KNOCKDON
1045,MC7,197,CARRABUS & KNOCKDON
1046,MC6,197,CARRABUS & KNOCKDON
1047,MC5,197,CARRABUS & KNOCKDON
1048,MC47,197,CARRABUS & KNOCKDON
1049,MC46,197,CARRABUS & KNOCKDON
1050,MC45,197,CARRABUS & KNOCKDON
1051,MC44,196,UISKENTUIE
1052,MC43,197,CARRABUS & KNOCKDON
1053,MC42,197,CARRABUS & KNOCKDON
1054,MC41,197,CARRABUS & KNOCKDON
1055,MC40,193,KNOCKDON
1056,MC4,197,CARRABUS & KNOCKDON
1057,MC39,193,KNOCKDON
1058,MC38,193,KNOCKDON
1059,MC37,193,KNOCKDON
1060,MC36,193,KNOCKDON
1061,MC35,193,KNOCKDON
1062,MC34,193,KNOCKDON
1063,MC33,197,CARRABUS & KNOCKDON
1064,MC32,197,CARRABUS & KNOCKDON
1065,MC31,197,CARRABUS & KNOCKDON
1066,MC30,197,CARRABUS & KNOCKDON
1067,MC3,197,CARRABUS & KNOCKDON
1068,MC29,197,CARRABUS & KNOCKDON
1069,MC28,197,CARRABUS & KNOCKDON
1070,MC27,197,CARRABUS & KNOCKDON
1071,MC26,197,CARRABUS & KNOCKDON
1072,MC25,197,CARRABUS & KNOCKDON
1073,MC24,197,CARRABUS & KNOCKDON
1074,MC23,197,CARRABUS & KNOCKDON
1075,MC22,197,CARRABUS & KNOCKDON
1076,MC21,197,CARRABUS & KNOCKDON
1077,MC20,197,CARRABUS & KNOCKDON
1078,MC19,197,CARRABUS & KNOCKDON
1079,MC18,197,CARRABUS & KNOCKDON
1080,MC17,197,CARRABUS & KNOCKDON
1081,MC16,197,CARRABUS & KNOCKDON
1082,MC15,197,CARRABUS & KNOCKDON
1083,MC13,197,CARRABUS & KNOCKDON
1084,MC12,197,CARRABUS & KNOCKDON
