"","X.1","Device_ID","Winter","PP_Shoot","Habitat","case_","ceh_broad","Case","weight","Used","weight2","gbg_dist_points"
"12162",12162,"194241",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,2071.12726225124
"12163",12163,"194241",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,60.7979101495355
"12164",12164,"194241",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,421.749238745403
"12165",12165,"194241",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1018.34454009892
"12166",12166,"194241",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,2418.85506575942
"12167",12167,"194241",2020,"pre","1",FALSE,"other",0,1,"Avail",1,567.768301450428
"12168",12168,"194241",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1895.23972435398
"12169",12169,"194241",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,528.540569359017
"12170",12170,"194241",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1314.57922264521
"12171",12171,"194241",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,370.79476141076
"12172",12172,"194241",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,29.2112059480242
"12173",12173,"194241",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,323.041892499101
"12174",12174,"194241",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,442.645780166205
"12175",12175,"194241",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,566.815060418985
"12176",12176,"194241",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,3.72309948531219
"12177",12177,"194241",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,709.717825960168
"12178",12178,"194241",2020,"pre","1",FALSE,"other",0,1,"Avail",1,605.288775122585
"12179",12179,"194241",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,435.835779652964
"12180",12180,"194241",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,953.480132886479
"12181",12181,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1312.55803084798
"12182",12182,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2382.80404400158
"12183",12183,"194242",2020,"pre","2",FALSE,"other",0,1,"Avail",1,105.4909915146
"12184",12184,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,649.422134379279
"12185",12185,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,514.111329678351
"12186",12186,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,320.846869346692
"12187",12187,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,242.167055664216
"12188",12188,"194242",2020,"pre","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,186.336877052787
"12189",12189,"194242",2020,"pre","1",FALSE,"other",0,1,"Avail",1,129.670643044294
"12190",12190,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,16.5803976159114
"12191",12191,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,529.664674313465
"12192",12192,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1180.96642398042
"12193",12193,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,194.563671758658
"12194",12194,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1137.43778767992
"12195",12195,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,118.740436923521
"12196",12196,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,632.488009642792
"12197",12197,"194242",2020,"pre","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1121.64499737679
"12198",12198,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1235.53110630284
"12199",12199,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,269.222659120808
"12200",12200,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1102.65626512883
"12201",12201,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,787.570652817498
"12202",12202,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,51.6367387473503
"12203",12203,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1192.04564059871
"12204",12204,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,404.665363989723
"12205",12205,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,8.0935869203288
"12206",12206,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,143.999666308447
"12207",12207,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,78.0179039476894
"12208",12208,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,112.726590080965
"12209",12209,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,203.54682023985
"12210",12210,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,275.94743733772
"12211",12211,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,868.522799928049
"12212",12212,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,3130.04421743495
"12213",12213,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2683.59247122159
"12214",12214,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1903.61338830567
"12215",12215,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,121.614274797104
"12216",12216,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,735.520045900805
"12217",12217,"194242",2020,"pre","14",FALSE,"freshwater",0,1,"Avail",1,1120.78549807643
"12218",12218,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,307.304471593016
"12219",12219,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,468.107570048496
"12220",12220,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,38.4834138186583
"12221",12221,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1948.87458694342
"12222",12222,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1640.06704001794
"12223",12223,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,387.277918421712
"12224",12224,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,368.511385048801
"12225",12225,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,228.569834847818
"12226",12226,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1870.60874592268
"12227",12227,"194242",2020,"pre","2",FALSE,"other",0,1,"Avail",1,1210.09356772944
"12228",12228,"194242",2020,"pre","1",FALSE,"other",0,1,"Avail",1,769.859264628616
"12229",12229,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,227.250130031217
"12230",12230,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2693.10682638168
"12231",12231,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,327.393136488591
"12232",12232,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1487.54034307426
"12233",12233,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1044.35288334736
"12234",12234,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,297.142624590729
"12235",12235,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,411.17477862023
"12236",12236,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,916.327179738384
"12237",12237,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1839.34097827324
"12238",12238,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1066.77480661002
"12239",12239,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1289.98317682528
"12240",12240,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,814.59696304454
"12241",12241,"194242",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,293.032716762535
"12242",12242,"194242",2020,"pre","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,340.933528451476
"12243",12243,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,339.278604544929
"12244",12244,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,818.246189559417
"12245",12245,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1067.16519626214
"12246",12246,"194242",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,65.0134278575092
"12247",12247,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2698.39804197554
"12248",12248,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,269.129806836496
"12249",12249,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1126.41420486752
"12250",12250,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1697.41410394458
"12251",12251,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,482.754122468556
"12252",12252,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,750.362678724077
"12253",12253,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,983.080817102273
"12254",12254,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1907.28334478636
"12255",12255,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,725.414928387786
"12256",12256,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,650.052841363731
"12257",12257,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,856.734862611294
"12258",12258,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,655.642150036699
"12259",12259,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,865.330579578805
"12260",12260,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1277.63397815881
"12261",12261,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1093.08578368991
"12262",12262,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,370.699973172374
"12263",12263,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1244.8614088251
"12264",12264,"194242",2020,"pre","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,316.471974425061
"12265",12265,"194242",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,765.956739317473
"12266",12266,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2752.95642205909
"12267",12267,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1012.01798322284
"12268",12268,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1441.32889427163
"12269",12269,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,299.131408358622
"12270",12270,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1341.46626927979
"12271",12271,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,84.3806749919363
"12272",12272,"194242",2020,"pre","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,736.135667918388
"12273",12273,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1076.1837993978
"12274",12274,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,979.862254933563
"12275",12275,"194242",2020,"pre","2",FALSE,"other",0,1,"Avail",1,226.654352772613
"12276",12276,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,689.615466089117
"12277",12277,"194242",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1405.22141570087
"12278",12278,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2070.15313015386
"12279",12279,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2233.69609179986
"12280",12280,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2509.95164133481
"12281",12281,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,2384.18571966181
"12282",12282,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1293.97946068058
"12283",12283,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2864.28904940415
"12284",12284,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1057.04758521449
"12285",12285,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1158.04355288855
"12286",12286,"194242",2020,"pre","19",FALSE,"saltmarsh_coastal",0,1,"Avail",1,79.9583682442015
"12287",12287,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2237.12442239939
"12288",12288,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1303.31825105656
"12289",12289,"194242",2020,"pre","14",FALSE,"freshwater",0,1,"Avail",1,1086.03578888165
"12290",12290,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,462.761649184496
"12291",12291,"194242",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1034.53170015759
"12292",12292,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,726.794589785032
"12293",12293,"194242",2020,"pre","1",FALSE,"other",0,1,"Avail",1,74.1460664805939
"12294",12294,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1939.91196101281
"12295",12295,"194242",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,221.817008710665
"12296",12296,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1869.86868393283
"12297",12297,"194242",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2319.5052116077
"12298",12298,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1720.71810844041
"12299",12299,"194242",2020,"pre","2",FALSE,"other",0,1,"Avail",1,532.74640436829
"12300",12300,"194242",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,8.70035943373757
"12301",12301,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,359.929730611349
"12302",12302,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2585.40588837392
"12303",12303,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1525.27225568403
"12304",12304,"194243",2020,"pre","14",FALSE,"freshwater",0,1,"Avail",1,836.873471263376
"12305",12305,"194243",2020,"pre","1",FALSE,"other",0,1,"Avail",1,1433.81778196565
"12306",12306,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2539.39266709024
"12307",12307,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1294.80481461657
"12308",12308,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,638.707786466782
"12309",12309,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,391.399748070054
"12310",12310,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1343.35868227059
"12311",12311,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,265.893418501876
"12312",12312,"194243",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,184.533022873879
"12313",12313,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1601.09138400502
"12314",12314,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,3566.35558211386
"12315",12315,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,886.383028187997
"12316",12316,"194243",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,329.34023121142
"12317",12317,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1197.59212231763
"12318",12318,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,300.182517586104
"12319",12319,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,219.058543382091
"12320",12320,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,626.649394459773
"12321",12321,"194243",2020,"pre","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,218.822421082204
"12322",12322,"194243",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,188.388151893365
"12323",12323,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1187.85331013157
"12324",12324,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,656.160148083328
"12325",12325,"194243",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1197.91257734946
"12326",12326,"194243",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2531.40440761084
"12327",12327,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,405.73944369952
"12328",12328,"194243",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1090.49924284974
"12329",12329,"194243",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,2281.15810242376
"12330",12330,"194243",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,385.529826254058
"12331",12331,"194244",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,38.9288367072064
"12332",12332,"194244",2020,"pre","16",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1070.97049589525
"12333",12333,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,247.021341264758
"12334",12334,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,117.209647909885
"12335",12335,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,426.321204541515
"12336",12336,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,96.4026973176291
"12337",12337,"194244",2020,"pre","1",FALSE,"other",0,1,"Avail",1,1118.55824373557
"12338",12338,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,123.471999397023
"12339",12339,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1711.72161314055
"12340",12340,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1641.2600386621
"12341",12341,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,807.142375443974
"12342",12342,"194244",2020,"pre","1",FALSE,"other",0,1,"Avail",1,797.198663865639
"12343",12343,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1651.40365029972
"12344",12344,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,234.227063242265
"12345",12345,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,3248.94188123621
"12346",12346,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,901.076827378274
"12347",12347,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,342.879342562483
"12348",12348,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,946.310636226478
"12349",12349,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,215.754564938804
"12350",12350,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,625.450424484652
"12351",12351,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1831.56787310822
"12352",12352,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,169.323913730914
"12353",12353,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,973.130674885581
"12354",12354,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,545.400803039058
"12355",12355,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,429.747666978287
"12356",12356,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,311.428297341989
"12357",12357,"194244",2020,"pre","1",FALSE,"other",0,1,"Avail",1,27.2911342840975
"12358",12358,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1306.11577002431
"12359",12359,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,644.604485985581
"12360",12360,"194244",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,613.390697196231
"12361",12361,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,395.923304201548
"12362",12362,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,426.775359928945
"12363",12363,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,490.083024403151
"12364",12364,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,496.486831021439
"12365",12365,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1561.76121805392
"12366",12366,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,448.739744728525
"12367",12367,"194244",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,1195.84044289706
"12368",12368,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,430.597094687666
"12369",12369,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,832.64062908481
"12370",12370,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1882.53594571501
"12371",12371,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,3600.83130945201
"12372",12372,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1791.91438995466
"12373",12373,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,687.421567927696
"12374",12374,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1631.02839856747
"12375",12375,"194244",2020,"pre","14",FALSE,"freshwater",0,1,"Avail",1,989.509259861333
"12376",12376,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1248.49481109912
"12377",12377,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1037.34938211424
"12378",12378,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1236.63126255732
"12379",12379,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1756.61083148267
"12380",12380,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,632.904768252742
"12381",12381,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1338.98424406847
"12382",12382,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,4088.1678325764
"12383",12383,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1573.93557673491
"12384",12384,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,956.581150096113
"12385",12385,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,114.29096488087
"12386",12386,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,14.9064663557599
"12387",12387,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,403.07073649327
"12388",12388,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,149.187346320534
"12389",12389,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,379.088796047569
"12390",12390,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,605.830833678129
"12391",12391,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,943.149821682369
"12392",12392,"194244",2020,"pre","14",FALSE,"freshwater",0,1,"Avail",1,717.243725060733
"12393",12393,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1135.98569684614
"12394",12394,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,323.245847261813
"12395",12395,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,119.425613010238
"12396",12396,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1746.33094796962
"12397",12397,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,782.605130993124
"12398",12398,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1026.12396898776
"12399",12399,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,446.162669395763
"12400",12400,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,2291.45380947955
"12401",12401,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,237.557087430573
"12402",12402,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,630.967378599601
"12403",12403,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,812.282819262083
"12404",12404,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1639.1103370935
"12405",12405,"194244",2020,"pre","1",FALSE,"other",0,1,"Avail",1,342.884920007209
"12406",12406,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,136.890396147354
"12407",12407,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,335.177131658257
"12408",12408,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,685.381363604806
"12409",12409,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1376.92259193334
"12410",12410,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1588.16147895819
"12411",12411,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,552.321529262039
"12412",12412,"194244",2020,"pre","7",FALSE,"other_grassland",0,1,"Avail",1,1495.01019474076
"12413",12413,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,194.845754040909
"12414",12414,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,493.558088952005
"12415",12415,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,138.338756587562
"12416",12416,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1793.41477032817
"12417",12417,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,491.545940830874
"12418",12418,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,295.490131884447
"12419",12419,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,307.962981466061
"12420",12420,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,682.977797152793
"12421",12421,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1379.71233270739
"12422",12422,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,697.524479907125
"12423",12423,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,787.594209304929
"12424",12424,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,295.592280252886
"12425",12425,"194244",2020,"pre","18",FALSE,"saltmarsh_coastal",0,1,"Avail",1,443.434936661695
"12426",12426,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,1511.46612523547
"12427",12427,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1280.56127638506
"12428",12428,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,639.374493463964
"12429",12429,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,981.09017500493
"12430",12430,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,267.787214391142
"12431",12431,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,322.814305229173
"12432",12432,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1840.01308696607
"12433",12433,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,361.809517732399
"12434",12434,"194244",2020,"pre","check",FALSE,"other",0,1,"Avail",1,1418.66467161693
"12435",12435,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,1052.40372776443
"12436",12436,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,126.450228307228
"12437",12437,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,668.36014613411
"12438",12438,"194244",2020,"pre","3",FALSE,"arable_hort",0,1,"Avail",1,287.412905995285
"12439",12439,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,1008.9608253699
"12440",12440,"194244",2020,"pre","10",FALSE,"other_grassland",0,1,"Avail",1,705.080960872644
"12441",12441,"194244",2020,"pre","4",FALSE,"improved_grassland",0,1,"Avail",1,342.023314153247
"12442",12442,"194244",2020,"pre","11",FALSE,"bog",0,1,"Avail",1,89.7170391156718
