"","bird_trips","birdID","totaldist","daydist","Device_ID","UTC_Date","Species","Month","Year","Winter","Disturbance","Total_fixes","year_day","fix_gps","Raw_Farm_Name","Shoot_field","mode_hld_farm","shoot_date","totaldist_log","events_total","shoot_freq","indiv_dist","Disturbance2","shoot_date_sc","events_total_sc","shoot_freq_sc","indiv_dist_sc","Sex","Tag_Winter","Disturbance_shoot"
"62","BARN13_23/03/2020","BARN13",10.4724781538389,NA,"BARN13",2020-03-23,"GBG",3,2020,"2019",1,13,83,"RK3","rockside","No","ROCKSIDE FARM",143,2.34875068778665,428,2.37777777777778,2,"Shoot",0.748696483872727,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","2"
"63","BARN13_24/03/2020","BARN13",5.29378969826608,NA,"BARN13",2020-03-24,"GBG",3,2020,"2019",0,13,84,NA,NA,"No","SI.AORADH",144,1.66653437847225,428,2.37777777777778,2,"No_Shoot",0.770595148851504,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"64","BARN13_25/03/2020","BARN13",1.16714794689192,NA,"BARN13",2020-03-25,"GBG",3,2020,"2019",0,13,85,NA,NA,"No","SI.AORADH",145,0.154563120669197,428,2.37777777777778,2,"No_Shoot",0.79249381383028,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"65","BARN13_26/03/2020","BARN13",3.25572376716682,NA,"BARN13",2020-03-26,"GBG",3,2020,"2019",0,13,86,NA,NA,"No","SI.AORADH",146,1.18041460644761,428,2.37777777777778,2,"No_Shoot",0.814392478809057,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"66","BARN13_27/03/2020","BARN13",3.29964100093126,NA,"BARN13",2020-03-27,"GBG",3,2020,"2019",0,13,87,NA,NA,"No","SI.AORADH",147,1.19381367495805,428,2.37777777777778,2,"No_Shoot",0.836291143787833,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"67","BARN13_28/03/2020","BARN13",6.53507891611556,NA,"BARN13",2020-03-28,"GBG",3,2020,"2019",0,13,88,NA,NA,"No","SI.AORADH",148,1.87718442291996,428,2.37777777777778,2,"No_Shoot",0.85818980876661,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"68","BARN13_29/03/2020","BARN13",2.19709501613294,NA,"BARN13",2020-03-29,"GBG",3,2020,"2019",0,13,89,NA,NA,"No","SI.AORADH",149,0.787136040593352,428,2.37777777777778,2,"No_Shoot",0.880088473745386,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"69","BARN13_30/03/2020","BARN13",2.85637257801871,NA,"BARN13",2020-03-30,"GBG",3,2020,"2019",0,14,90,NA,NA,"No","SI.AORADH",150,1.04955249045724,428,2.37777777777778,2,"No_Shoot",0.901987138724163,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"70","BARN13_31/03/2020","BARN13",8.90137636319729,NA,"BARN13",2020-03-31,"GBG",3,2020,"2019",0,14,91,NA,NA,"No","SI.AORADH",151,2.18620591233165,428,2.37777777777778,2,"No_Shoot",0.923885803702939,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
"71","BARN13_01/04/2020","BARN13",6.18876135264185,NA,"BARN13",2020-04-01,"GBG",4,2020,"2019",0,14,92,NA,NA,"No","SI.AORADH",152,1.82273496209163,428,2.37777777777778,2,"No_Shoot",0.945784468681716,-0.235862727415038,-0.235862727415038,-0.294988890395475,"M","BARN13_2019","1"
